Date,Open,High,Low,Close,Adj Close,Volume
2021-05-17,251.86000061035156,252.8300018310547,250.77999877929688,251.85000610351562,250.64962768554688,783400
2021-05-18,251.0,255.47000122070312,251.0,252.83999633789062,251.6348876953125,1087400
2021-05-19,249.72000122070312,252.3800048828125,248.63999938964844,252.25,251.04771423339844,970900
2021-05-20,252.11000061035156,256.5799865722656,251.49000549316406,254.35000610351562,253.13771057128906,882900
2021-05-21,255.55999755859375,259.1000061035156,255.41000366210938,255.64999389648438,254.43150329589844,1150100
2021-05-24,257.1400146484375,258.55999755859375,256.0899963378906,257.1499938964844,255.9243621826172,774300
2021-05-25,256.94000244140625,258.8399963378906,255.57000732421875,256.7900085449219,255.56607055664062,832800
2021-05-26,254.1199951171875,255.3800048828125,249.1199951171875,252.42999267578125,251.22683715820312,1373600
2021-05-27,254.44000244140625,255.1300048828125,252.0,254.50999450683594,253.29693603515625,2742400
2021-05-28,256.2200012207031,259.4599914550781,255.08999633789062,255.27000427246094,254.05332946777344,938800
2021-06-01,260.0,260.0,255.22999572753906,255.7899932861328,254.57083129882812,1460500
2021-06-02,255.47000122070312,256.1700134277344,250.0800018310547,250.72000122070312,249.52499389648438,1147100
2021-06-03,249.05999755859375,250.52000427246094,246.22000122070312,249.6999969482422,248.50985717773438,1107200
2021-06-04,251.00999450683594,253.13999938964844,250.3300018310547,251.8300018310547,250.6297149658203,688100
2021-06-07,252.77999877929688,253.4199981689453,248.75,249.5399932861328,248.35061645507812,1178600
2021-06-08,251.58999633789062,251.58999633789062,246.00999450683594,249.74000549316406,248.5496826171875,975500
2021-06-09,251.55999755859375,253.3300018310547,251.1300048828125,253.1300048828125,251.92352294921875,925000
2021-06-10,253.6699981689453,256.8500061035156,253.64999389648438,256.6600036621094,255.43670654296875,924100
2021-06-11,257.1099853515625,257.1099853515625,254.05999755859375,255.7899932861328,254.57083129882812,724600
2021-06-14,256.010009765625,256.010009765625,254.1699981689453,255.69000244140625,254.4713134765625,752400
2021-06-15,256.44000244140625,257.5,255.24000549316406,256.67999267578125,255.4565887451172,745900
2021-06-16,257.3999938964844,258.3900146484375,255.47999572753906,256.3999938964844,255.1779327392578,1247000
2021-06-17,256.25,260.239990234375,256.25,259.54998779296875,258.31292724609375,1173400
2021-06-18,258.010009765625,258.7099914550781,254.66000366210938,254.91000366210938,253.69503784179688,1375500
2021-06-21,255.91000366210938,260.2900085449219,254.6999969482422,259.7300109863281,258.4920654296875,780100
2021-06-22,260.0,263.75,259.19000244140625,262.739990234375,261.4877014160156,1318900
2021-06-23,262.42999267578125,264.3699951171875,261.5,262.6400146484375,261.3882141113281,1116100
2021-06-24,263.92999267578125,264.3299865722656,261.2799987792969,261.3900146484375,260.1441650390625,569000
2021-06-25,261.57000732421875,264.44000244140625,261.57000732421875,263.0,261.7464904785156,2544300
2021-06-28,264.25,264.25,259.19000244140625,260.3599853515625,259.1190490722656,918700
2021-06-29,260.9200134277344,262.489990234375,259.95001220703125,260.44000244140625,259.827392578125,721300
2021-06-30,259.95001220703125,260.7699890136719,258.5,259.7300109863281,259.1190490722656,748200
2021-07-01,260.510009765625,262.7300109863281,259.0199890136719,262.70001220703125,262.08209228515625,1264800
2021-07-02,262.8999938964844,265.760009765625,262.69000244140625,265.4200134277344,264.7956848144531,973600
2021-07-06,265.3999938964844,265.9100036621094,262.17999267578125,264.8599853515625,264.2369689941406,1219200
2021-07-07,265.42999267578125,265.95001220703125,263.6400146484375,265.3399963378906,264.7158508300781,767500
2021-07-08,262.2900085449219,264.1099853515625,260.2799987792969,263.94000244140625,263.31915283203125,727900
2021-07-09,265.010009765625,265.2699890136719,263.6099853515625,264.42999267578125,263.8079833984375,1167600
2021-07-12,262.8999938964844,265.55999755859375,262.3599853515625,264.9200134277344,264.2968444824219,863200
2021-07-13,265.0,265.1000061035156,261.17999267578125,261.6000061035156,260.9846496582031,948900
2021-07-14,262.8900146484375,262.94000244140625,259.8399963378906,261.3599853515625,260.7452087402344,859700
2021-07-15,259.8399963378906,260.7799987792969,255.75,257.04998779296875,256.4453430175781,1607200
2021-07-16,257.29998779296875,258.1700134277344,256.0,257.5899963378906,256.98406982421875,1204700
2021-07-19,254.32000732421875,254.5800018310547,247.61000061035156,248.89999389648438,248.3145294189453,1748400
2021-07-20,248.86000061035156,256.9599914550781,248.86000061035156,255.17999267578125,254.57974243164062,1660700
2021-07-21,258.1600036621094,258.9800109863281,256.3999938964844,258.67999267578125,258.0715026855469,1397300
2021-07-22,258.8399963378906,259.6400146484375,255.82000732421875,259.1000061035156,258.49053955078125,1039000
2021-07-23,260.0199890136719,262.8800048828125,259.0199890136719,262.6700134277344,262.0521545410156,982200
2021-07-26,261.5799865722656,263.8999938964844,259.8299865722656,263.5299987792969,262.9101257324219,1424300
2021-07-27,263.3500061035156,269.739990234375,261.07000732421875,268.3500061035156,267.7187805175781,1408200
2021-07-28,273.6600036621094,275.1499938964844,265.260009765625,268.67999267578125,268.0480041503906,1895900
2021-07-29,269.2099914550781,270.2300109863281,265.94000244140625,269.17999267578125,268.54681396484375,1217300
2021-07-30,268.70001220703125,272.0400085449219,268.30999755859375,270.94000244140625,270.30267333984375,1050400
2021-08-02,271.6499938964844,273.5400085449219,269.44000244140625,270.07000732421875,269.43475341796875,1123900
2021-08-03,269.6600036621094,269.7799987792969,265.79998779296875,268.010009765625,267.37957763671875,1030100
2021-08-04,266.8399963378906,267.2900085449219,262.0,262.5799865722656,261.96234130859375,1375900
2021-08-05,263.4700012207031,264.5799865722656,260.8900146484375,264.510009765625,263.8878173828125,1269000
2021-08-06,264.9200134277344,265.45001220703125,261.6600036621094,262.55999755859375,261.9423828125,1124300
2021-08-09,262.1000061035156,262.739990234375,256.7900085449219,257.54998779296875,256.9441833496094,1316700
2021-08-10,257.6600036621094,257.9200134277344,251.88999938964844,253.50999450683594,252.91368103027344,2318900
2021-08-11,254.0500030517578,258.7099914550781,254.0500030517578,257.5199890136719,256.91424560546875,1579300
2021-08-12,257.42999267578125,261.20001220703125,256.4700012207031,260.8999938964844,260.2862854003906,1096000
2021-08-13,261.30999755859375,263.8500061035156,260.2200012207031,263.1499938964844,262.531005859375,767900
2021-08-16,262.2300109863281,265.3500061035156,261.8999938964844,265.04998779296875,264.426513671875,1001100
2021-08-17,264.25,267.8699951171875,263.3800048828125,267.5799865722656,266.9505615234375,842200
2021-08-18,267.4599914550781,267.57000732421875,263.0199890136719,263.5799865722656,262.9599914550781,2065800
2021-08-19,261.1499938964844,265.5799865722656,260.45001220703125,264.32000732421875,263.6982727050781,963900
2021-08-20,264.1700134277344,265.5400085449219,262.7099914550781,265.2799987792969,264.656005859375,1148500
2021-08-23,266.92999267578125,266.92999267578125,263.45001220703125,265.2799987792969,264.656005859375,1532100
2021-08-24,264.82000732421875,272.5,264.7900085449219,271.1000061035156,270.4623107910156,1639900
2021-08-25,271.7699890136719,272.8699951171875,269.6000061035156,271.489990234375,270.85137939453125,921200
2021-08-26,271.30999755859375,273.0,269.7300109863281,271.1499938964844,270.5121765136719,1016600
2021-08-27,272.2699890136719,274.7799987792969,271.1099853515625,273.4200134277344,272.77685546875,953100
2021-08-30,274.0199890136719,276.8900146484375,273.04998779296875,274.0799865722656,273.4352722167969,905000
2021-08-31,274.0199890136719,277.3500061035156,273.6300048828125,277.1000061035156,276.4482116699219,1332900
2021-09-01,277.70001220703125,277.8900146484375,273.7900085449219,276.6700134277344,276.01922607421875,695900
2021-09-02,278.1400146484375,280.2699890136719,277.4100036621094,277.67999267578125,277.0268249511719,859400
2021-09-03,276.8299865722656,277.3500061035156,274.8399963378906,276.6499938964844,275.9992370605469,648300
2021-09-07,277.1600036621094,279.3699951171875,276.3699951171875,278.6700134277344,278.0145263671875,930800
2021-09-08,278.4200134277344,280.94000244140625,277.67999267578125,280.0899963378906,279.43115234375,691100
2021-09-09,280.1000061035156,281.1600036621094,276.5899963378906,276.9200134277344,276.2686462402344,686300
2021-09-10,277.79998779296875,278.3999938964844,273.67999267578125,273.8599853515625,273.2157897949219,1032600
2021-09-13,275.04998779296875,275.8299865722656,269.2900085449219,270.8299865722656,270.19293212890625,1401400
2021-09-14,271.9100036621094,277.6700134277344,270.2099914550781,275.260009765625,274.6125183105469,1514800
2021-09-15,273.95001220703125,278.44000244140625,273.5400085449219,277.1000061035156,276.4482116699219,955400
2021-09-16,276.760009765625,278.6700134277344,274.0199890136719,276.1099853515625,275.46051025390625,773800
2021-09-17,275.489990234375,275.70001220703125,272.4700012207031,273.0299987792969,272.38775634765625,2823400
2021-09-20,269.3999938964844,270.92999267578125,265.239990234375,268.3299865722656,267.6988220214844,1082200
2021-09-21,270.0299987792969,272.1300048828125,268.17999267578125,268.25,267.6190185546875,868600
2021-09-22,269.6199951171875,273.3500061035156,268.3599853515625,271.6499938964844,271.0110168457031,968700
2021-09-23,273.0,277.4200134277344,271.92999267578125,276.1600036621094,275.5104064941406,963700
2021-09-24,275.6300048828125,277.55999755859375,274.92999267578125,276.6400146484375,275.9892883300781,520200
2021-09-27,275.45001220703125,276.5400085449219,271.8900146484375,273.4800109863281,272.83673095703125,683100
2021-09-28,273.04998779296875,273.7699890136719,267.04998779296875,267.8299865722656,267.1999816894531,1044500
2021-09-29,267.9599914550781,269.20001220703125,266.82000732421875,267.8900146484375,267.8900146484375,653400
2021-09-30,268.3299865722656,270.0199890136719,263.5199890136719,263.7200012207031,263.7200012207031,989300
2021-10-01,265.42999267578125,269.2799987792969,262.3699951171875,268.2200012207031,268.2200012207031,1329700
2021-10-04,266.260009765625,268.42999267578125,259.25,262.3399963378906,262.3399963378906,1237100
2021-10-05,263.17999267578125,266.8900146484375,261.7099914550781,262.489990234375,262.489990234375,1359000
2021-10-06,260.1600036621094,263.8500061035156,258.94000244140625,263.7200012207031,263.7200012207031,977700
2021-10-07,265.45001220703125,269.3699951171875,265.29998779296875,265.9599914550781,265.9599914550781,657900
2021-10-08,265.57000732421875,267.20001220703125,262.6199951171875,263.67999267578125,263.67999267578125,669200
